,pandemic,covid,covid-19,coronavirus,cases,cdc,fauci,recession,crisis,deaths,restrictions,lockdown,vaccine,vaccines,travel,stimulus,variant,pfizer
2020-03-23,30,97,100,71,86,42,64,31,76,74,69,65,53,65,22,38,71,78
2020-03-24,28,91,88,63,85,35,100,28,84,79,49,47,51,76,21,44,51,87
2020-03-25,25,92,90,59,83,34,38,22,83,80,40,33,43,77,19,100,82,59
2020-03-26,28,94,100,60,91,34,34,26,76,85,33,25,45,74,18,80,60,50
2020-03-27,29,96,99,57,94,32,37,23,73,79,34,20,49,62,16,66,61,73
2020-03-28,29,97,88,59,91,28,30,23,64,82,37,20,43,50,18,61,63,32
2020-03-29,30,93,91,55,87,29,53,16,61,100,34,15,44,44,21,42,90,31
2020-03-30,28,100,98,51,77,27,31,17,76,92,46,22,48,62,22,40,81,62
2020-03-31,26,94,89,48,71,28,31,15,75,88,44,15,45,70,19,38,89,67
2020-04-01,93,100,98,81,100,90,24,79,89,100,98,100,82,49,97,17,61,27
2020-04-02,86,96,100,77,93,80,40,91,100,84,89,97,100,57,100,18,58,30
2020-04-03,94,95,100,93,90,93,36,100,87,80,76,81,96,54,93,16,62,32
2020-04-04,93,93,87,97,97,100,36,73,67,90,74,65,94,54,85,12,54,18
2020-04-05,100,93,83,100,98,82,30,77,72,97,62,52,90,62,86,13,39,15
2020-04-06,86,96,90,95,88,80,34,80,78,86,61,51,82,55,88,17,71,33
2020-04-07,83,87,87,92,80,68,24,59,82,77,60,42,89,56,90,19,55,32
2020-04-08,76,84,78,85,76,64,27,75,83,82,63,44,73,72,82,20,75,30
2020-04-09,75,78,74,82,71,62,28,70,87,74,57,39,73,68,83,26,71,59
2020-04-10,73,77,72,81,67,59,24,61,72,75,68,41,82,69,91,31,58,48
2020-04-11,65,72,69,59,68,45,18,43,62,80,71,46,75,58,81,30,43,20
2020-04-12,58,65,57,49,67,41,24,48,53,77,50,36,67,47,78,24,76,25
2020-04-13,65,73,67,69,63,52,100,51,67,74,54,46,80,72,87,47,45,35
2020-04-14,63,68,61,73,56,44,37,67,75,62,57,44,74,74,84,51,70,31
2020-04-15,66,66,59,70,55,43,24,65,75,63,64,38,76,66,83,100,74,33
2020-04-16,69,70,62,66,55,45,20,56,78,65,69,44,78,71,81,73,85,32
2020-04-17,67,67,59,71,57,43,22,62,67,68,75,42,73,62,86,52,60,37
2020-04-18,61,60,51,71,53,34,16,43,54,69,66,38,63,72,83,39,94,19
2020-04-19,59,61,52,49,55,32,16,38,62,69,69,43,66,70,89,27,61,18
2020-04-20,64,66,55,59,52,40,17,55,75,59,85,49,69,74,88,33,56,31
2020-04-21,61,64,52,63,50,43,18,56,68,55,82,39,70,59,89,34,53,28
2020-04-22,69,65,51,44,48,49,23,40,71,58,72,38,89,84,85,33,43,33
2020-04-23,62,66,51,56,46,44,16,55,68,54,75,42,80,74,88,31,62,37
2020-04-24,58,58,46,57,42,36,17,40,69,53,82,36,74,82,81,29,88,25
2020-04-25,53,53,41,39,42,29,13,39,53,53,76,36,66,100,75,24,79,20
2020-04-26,52,53,44,33,47,29,46,33,51,55,75,42,76,84,83,24,38,12
2020-04-27,59,65,47,32,47,39,28,46,67,49,100,45,69,70,86,30,47,31
2020-04-28,61,64,47,32,42,39,21,43,68,54,90,41,79,82,86,27,60,62
2020-04-29,58,60,48,31,41,39,26,47,65,59,90,35,100,71,86,27,100,100
2020-04-30,60,57,43,28,40,36,21,55,69,55,93,38,93,68,89,26,52,69
2020-05-01,67,93,78,96,86,33,25,96,77,70,85,80,59,53,82,71,77,31
2020-05-02,60,89,72,98,94,36,35,67,61,77,91,72,49,58,78,60,53,22
2020-05-03,61,95,74,100,100,56,25,79,55,100,89,63,56,55,84,51,42,20
2020-05-04,67,96,81,94,92,55,19,78,76,92,88,61,60,68,91,65,68,45
2020-05-05,65,95,81,93,88,39,31,80,80,80,81,51,62,53,85,70,73,93
2020-05-06,78,95,76,92,82,36,64,88,72,70,81,52,73,72,93,63,63,100
2020-05-07,100,96,80,88,80,37,100,78,72,68,83,46,71,100,88,57,46,65
2020-05-08,81,91,80,79,79,34,42,100,77,61,82,45,57,65,86,53,52,44
2020-05-09,67,85,100,83,80,23,27,69,57,67,77,44,49,52,81,50,44,24
2020-05-10,63,80,81,83,83,22,52,60,48,71,67,41,50,43,81,38,54,19
2020-05-11,68,100,87,89,89,32,31,90,69,68,95,50,57,57,96,56,83,45
2020-05-12,72,97,80,84,80,33,100,81,74,63,82,60,58,63,93,69,64,41
2020-05-13,73,96,82,84,84,32,66,68,58,62,93,69,59,59,96,77,65,40
2020-05-14,74,96,78,79,79,32,45,82,68,63,82,58,61,64,93,56,81,37
2020-05-15,71,91,80,77,75,37,28,81,64,62,84,100,74,64,94,72,50,32
2020-05-16,67,85,65,77,78,23,20,83,45,61,89,77,57,57,83,100,42,18
2020-05-17,67,83,64,77,80,22,19,56,47,71,80,61,57,45,93,62,58,17
2020-05-18,72,96,73,77,76,31,14,67,68,61,80,52,100,70,95,65,60,49
2020-05-19,64,90,71,70,75,27,12,93,62,55,84,55,82,67,100,76,75,44
2020-05-20,65,88,72,64,73,51,11,55,67,54,85,41,59,58,97,66,78,46
2020-05-21,65,89,75,64,71,100,14,56,88,54,100,48,55,53,91,54,88,37
2020-05-22,61,82,64,57,66,52,20,63,87,51,84,38,53,50,97,45,90,28
2020-05-23,55,75,60,58,70,33,23,38,69,55,89,33,50,38,93,41,76,25
2020-05-24,62,75,58,60,72,28,18,46,69,71,79,32,45,40,91,35,82,13
2020-05-25,58,78,60,62,75,30,13,41,90,65,78,33,44,36,96,37,90,20
2020-05-26,60,90,67,62,74,36,11,49,100,66,82,36,58,54,97,47,44,37
2020-05-27,62,82,60,58,68,39,14,46,100,64,77,28,48,53,95,47,82,39
2020-05-28,59,78,64,54,66,34,14,48,87,62,70,29,48,38,93,45,100,34
2020-05-29,51,74,59,49,61,30,12,57,83,48,83,29,41,33,88,40,89,44
2020-05-30,48,64,48,47,61,18,9,33,70,42,77,50,38,35,82,30,71,27
2020-05-31,45,58,44,44,60,17,7,24,69,46,59,48,29,27,86,26,75,21
2020-06-01,83,48,49,67,28,72,20,21,97,76,43,100,54,68,61,100,55,76
2020-06-02,80,47,48,64,29,73,22,18,95,83,46,58,56,78,57,95,37,85
2020-06-03,71,45,50,63,29,68,33,19,85,82,40,44,66,71,57,90,66,100
2020-06-04,67,48,58,63,30,74,39,20,86,73,46,38,61,72,62,88,62,66
2020-06-05,74,47,57,65,30,65,30,20,91,78,43,38,58,73,60,81,57,74
2020-06-06,63,43,49,60,29,52,27,16,76,77,37,32,45,54,60,67,75,33
2020-06-07,59,43,50,63,29,52,26,16,90,78,39,39,48,48,66,61,72,26
2020-06-08,83,51,66,65,32,75,25,71,84,68,52,38,62,82,68,77,42,81
2020-06-09,68,52,70,65,32,81,35,100,80,69,54,33,58,79,70,76,49,61
2020-06-10,68,52,72,64,32,85,54,54,100,72,51,33,64,77,68,70,55,57
2020-06-11,64,52,72,68,34,73,38,30,89,66,51,33,64,96,69,66,50,61
2020-06-12,67,55,73,68,34,69,19,24,80,61,47,41,70,89,62,64,84,56
2020-06-13,57,48,64,66,31,56,30,18,77,65,45,36,59,74,65,54,83,33
2020-06-14,63,47,61,66,32,55,27,20,81,73,43,40,63,71,68,50,91,25
2020-06-15,76,63,76,71,36,74,28,20,80,66,51,45,75,68,70,64,65,58
2020-06-16,66,63,75,68,32,68,23,17,87,67,50,40,89,95,70,66,74,67
2020-06-17,71,66,76,69,36,69,39,16,91,66,50,34,83,79,70,68,91,55
2020-06-18,63,65,80,69,37,69,52,18,76,67,49,30,70,71,71,61,64,55
2020-06-19,62,72,82,72,36,59,60,19,78,72,46,40,72,84,62,56,59,47
2020-06-20,56,63,85,73,37,51,51,16,66,73,42,31,68,75,67,46,70,27
2020-06-21,52,59,81,69,36,44,21,12,66,71,45,25,60,52,64,40,62,34
2020-06-22,74,74,92,76,73,72,28,16,73,74,54,30,76,72,72,59,68,58
2020-06-23,74,77,81,77,100,72,79,18,71,71,65,32,80,92,72,98,68,72
2020-06-24,70,87,87,83,63,81,60,14,70,74,91,31,96,85,98,91,65,66
2020-06-25,76,92,91,93,56,94,45,18,62,86,100,40,93,98,100,82,72,42
2020-06-26,76,100,100,100,59,98,49,20,60,100,83,47,82,78,84,73,59,45
2020-06-27,68,88,83,96,56,67,35,11,58,80,74,43,78,60,79,59,70,21
2020-06-28,73,87,79,94,51,68,28,14,67,94,67,41,73,96,85,52,64,32
2020-06-29,86,97,89,95,48,88,38,12,60,87,78,54,94,100,86,69,100,60
2020-06-30,100,100,86,99,49,100,100,17,66,90,100,57,100,62,99,68,80,85
2020-07-01,98,91,85,97,88,53,27,52,99,66,100,48,51,54,100,34,50,32
2020-07-02,84,91,85,97,90,50,16,55,100,68,89,46,44,50,90,34,33,26
2020-07-03,75,81,78,94,85,43,13,68,84,67,84,35,39,61,86,28,50,6
2020-07-04,61,71,74,88,80,30,11,49,76,67,58,32,39,47,75,24,39,6
2020-07-05,79,71,72,87,86,33,9,55,77,72,67,26,42,50,82,24,48,4
2020-07-06,83,90,89,93,85,52,11,56,85,75,69,40,45,45,90,31,60,9
2020-07-07,85,93,87,95,82,56,23,61,87,74,78,41,48,70,88,35,78,12
2020-07-08,93,91,91,91,82,67,18,67,89,81,73,38,56,79,87,35,79,8
2020-07-09,95,88,82,89,80,65,16,64,88,81,71,33,50,66,82,32,62,9
2020-07-10,77,86,78,88,78,55,17,58,80,84,61,33,50,74,75,29,52,12
2020-07-11,74,79,75,84,76,44,15,83,80,83,56,42,42,51,78,26,49,7
2020-07-12,85,79,73,90,90,42,18,57,84,84,55,34,49,65,79,26,67,6
2020-07-13,87,97,89,97,89,59,42,81,97,92,83,65,60,95,86,32,72,20
2020-07-14,94,100,87,100,86,68,37,76,96,100,97,100,73,67,93,34,61,13
2020-07-15,100,95,100,86,87,100,39,67,93,85,80,64,100,98,89,33,90,17
2020-07-16,86,94,88,79,85,86,37,45,82,79,71,55,79,81,85,31,86,10
2020-07-17,84,91,85,76,80,78,30,49,78,85,56,42,64,89,79,30,52,8
2020-07-18,72,78,82,75,78,57,28,43,88,82,51,28,49,67,80,26,47,5
2020-07-19,90,73,74,72,77,50,27,52,73,83,46,28,47,59,77,26,63,4
2020-07-20,96,84,93,72,83,60,20,75,83,75,66,41,81,83,88,47,77,17
2020-07-21,87,84,85,72,100,55,21,56,87,74,68,35,76,96,92,56,59,15
2020-07-22,83,79,80,68,95,59,20,48,82,71,71,28,75,89,89,51,88,100
2020-07-23,85,75,75,65,86,60,36,61,79,68,65,27,61,91,83,74,90,65
2020-07-24,80,73,77,62,76,61,100,72,87,66,65,22,55,71,81,84,59,26
2020-07-25,72,65,63,58,70,41,56,40,72,70,59,22,38,67,81,52,54,11
2020-07-26,76,63,65,60,69,36,28,52,63,68,50,24,40,68,82,53,71,9
2020-07-27,88,80,78,65,72,54,24,61,89,68,68,27,65,83,90,100,100,23
2020-07-28,84,84,76,62,72,53,49,56,82,68,65,26,68,100,90,97,88,37
2020-07-29,79,81,74,59,70,50,36,61,86,72,65,23,58,96,87,76,81,28
2020-07-30,87,84,71,59,71,47,43,100,91,74,66,20,56,83,83,72,44,19
2020-07-31,75,75,69,57,64,42,55,62,76,61,64,24,57,51,81,63,80,15
2020-08-01,72,86,8,93,89,13,100,62,70,42,84,48,43,48,86,53,38,45
2020-08-02,84,86,8,97,95,14,95,63,78,43,82,62,44,72,95,47,81,36
2020-08-03,89,100,9,100,98,20,52,51,86,43,95,70,50,72,99,66,86,81
2020-08-04,86,94,9,94,100,19,41,56,100,48,94,59,50,61,91,70,98,74
2020-08-05,78,95,100,93,97,23,37,58,93,49,93,51,51,82,91,73,83,77
2020-08-06,76,92,31,90,92,21,45,57,91,42,100,53,53,75,100,77,100,67
2020-08-07,72,85,9,86,87,17,30,44,84,39,94,56,52,58,99,100,95,100
2020-08-08,72,74,7,81,85,12,27,39,71,39,78,52,43,68,89,89,54,42
2020-08-09,79,74,7,84,88,12,20,28,69,38,77,67,44,46,96,70,80,29
2020-08-10,83,91,8,84,91,19,19,56,72,40,86,100,51,79,92,68,88,71
2020-08-11,100,90,8,83,89,19,22,63,82,37,91,76,100,100,97,65,59,74
2020-08-12,84,81,7,79,79,19,18,78,79,35,82,60,71,98,85,52,51,61
2020-08-13,76,83,7,79,76,19,20,100,80,35,74,40,63,82,84,50,69,63
2020-08-14,76,80,7,74,78,18,34,68,81,34,64,45,53,79,79,40,86,55
2020-08-15,60,70,6,70,74,14,31,48,65,34,63,34,46,63,82,34,71,31
2020-08-16,71,71,6,71,75,16,19,44,81,35,58,40,43,61,90,30,68,27
2020-08-17,73,80,7,72,77,18,20,76,82,30,70,47,49,62,85,38,69,51
2020-08-18,73,77,7,69,75,17,18,51,83,34,69,44,49,62,84,39,68,57
2020-08-19,64,76,6,68,74,18,19,57,80,30,65,37,51,78,86,40,86,67
2020-08-20,71,73,6,64,72,16,23,57,92,30,67,48,45,70,84,38,61,65
2020-08-21,66,69,6,61,69,16,19,59,85,30,65,48,47,70,76,31,66,96
2020-08-22,52,64,6,61,71,10,13,60,68,31,60,37,47,66,81,31,21,42
2020-08-23,65,65,6,65,72,13,17,33,78,35,59,32,41,57,83,31,76,35
2020-08-24,62,72,6,61,69,20,13,49,86,28,69,57,48,69,86,32,48,86
2020-08-25,67,70,6,60,73,25,13,58,77,28,71,58,49,62,88,32,77,85
2020-08-26,58,68,6,61,69,29,18,56,100,28,63,55,46,60,81,34,64,58
2020-08-27,56,64,5,55,63,24,19,60,90,31,59,58,41,63,79,28,61,59
2020-08-28,56,65,5,55,70,18,15,42,76,30,54,48,38,63,75,27,84,61
2020-08-29,46,58,5,57,67,13,14,42,66,32,51,39,33,40,76,23,44,46
2020-08-30,62,71,6,63,68,73,14,44,70,83,69,51,36,49,84,22,46,23
2020-08-31,59,82,7,64,70,100,14,55,89,100,73,53,45,56,78,27,79,48
2020-09-01,68,100,93,100,100,100,53,56,83,100,100,66,60,86,90,63,71,45
2020-09-02,75,93,94,93,93,75,68,57,77,68,96,78,71,75,92,65,100,44
2020-09-03,63,93,100,92,90,50,72,89,86,55,92,70,100,99,85,55,48,61
2020-09-04,59,88,85,86,86,39,41,61,85,56,86,73,76,87,82,52,57,54
2020-09-05,54,79,84,84,89,26,46,34,77,53,87,66,59,49,88,47,79,22
2020-09-06,64,76,85,86,90,19,30,43,73,50,83,56,53,64,88,44,49,22
2020-09-07,57,78,89,93,95,24,30,58,64,51,91,72,58,58,93,51,46,24
2020-09-08,70,89,84,90,89,34,34,57,78,44,100,78,77,72,94,80,82,85
2020-09-09,67,90,97,88,89,31,39,76,75,52,95,91,78,82,100,85,73,71
2020-09-10,65,84,88,87,85,30,53,65,90,58,94,84,70,78,90,74,59,49
2020-09-11,63,80,81,83,82,27,78,63,82,65,83,82,57,76,88,64,43,41
2020-09-12,57,76,82,80,80,23,67,53,65,50,75,56,52,61,88,50,36,23
2020-09-13,60,74,78,79,86,21,59,52,75,49,85,66,45,56,90,43,47,51
2020-09-14,65,83,80,83,86,27,50,50,85,46,89,84,56,74,91,58,60,100
2020-09-15,67,82,80,79,83,27,39,54,98,43,90,89,64,63,89,65,60,78
2020-09-16,65,84,95,83,80,32,37,61,100,51,86,77,70,100,92,75,86,58
2020-09-17,67,82,83,82,81,36,44,84,90,50,83,76,72,90,88,68,60,51
2020-09-18,59,81,81,78,85,33,42,45,80,53,88,81,62,76,83,66,50,66
2020-09-19,50,69,73,72,81,19,24,61,56,50,72,47,47,58,82,56,56,32
2020-09-20,59,69,72,75,78,16,28,38,74,49,75,57,42,57,85,50,70,25
2020-09-21,58,84,77,82,86,51,27,60,90,51,88,100,53,83,88,64,51,36
2020-09-22,64,92,87,87,86,53,32,55,90,70,97,96,59,65,96,68,54,42
2020-09-23,63,87,89,86,87,41,83,48,91,64,93,83,65,72,90,67,82,43
2020-09-24,57,81,70,72,78,34,100,84,90,43,85,75,63,84,90,60,77,39
2020-09-25,56,81,75,76,81,31,50,53,80,44,96,79,57,67,83,64,44,43
2020-09-26,48,79,76,77,83,24,38,50,67,47,84,42,46,61,85,55,48,20
2020-09-27,54,73,71,75,79,22,33,49,67,47,90,56,41,46,83,62,58,20
2020-09-28,64,86,82,81,87,32,34,68,91,44,99,82,57,72,95,84,60,47
2020-09-29,62,89,82,80,86,33,31,47,84,50,100,88,55,86,92,91,65,43
2020-09-30,100,83,91,78,75,32,57,100,92,54,99,69,56,65,86,100,70,64
2020-10-01,100,41,70,53,63,75,14,72,80,59,65,23,84,87,91,76,84,39
2020-10-02,64,100,100,100,69,69,32,57,69,72,63,30,83,86,83,89,90,45
2020-10-03,51,74,82,83,68,51,39,70,62,66,55,16,69,69,78,63,73,17
2020-10-04,55,61,64,74,68,45,42,46,51,63,65,25,60,64,86,54,54,10
2020-10-05,48,65,76,65,72,74,24,72,73,67,75,32,83,67,100,71,73,42
2020-10-06,44,62,68,63,67,91,30,72,74,100,77,36,90,88,88,85,89,43
2020-10-07,41,55,75,59,66,85,20,78,85,84,71,23,81,76,83,80,46,40
2020-10-08,44,54,64,57,73,76,22,87,81,80,70,25,80,98,91,61,65,32
2020-10-09,37,51,61,54,72,62,16,68,63,64,60,24,80,79,83,66,67,39
2020-10-10,30,44,55,54,69,40,19,58,56,61,61,21,61,67,73,54,93,21
2020-10-11,39,44,57,54,71,46,33,55,59,70,56,21,64,63,84,46,58,11
2020-10-12,41,47,59,56,70,69,33,56,73,57,67,40,79,70,88,60,65,39
2020-10-13,39,49,62,55,76,85,40,61,80,60,68,32,100,85,85,64,73,40
2020-10-14,35,52,73,60,76,88,26,57,77,63,71,29,87,72,91,61,70,41
2020-10-15,32,53,66,60,83,85,29,64,69,60,81,36,77,69,97,56,61,46
2020-10-16,33,50,64,58,85,71,21,64,61,59,83,26,81,94,87,54,54,100
2020-10-17,30,46,50,59,78,45,17,45,54,66,64,27,61,45,86,42,60,34
2020-10-18,32,43,58,55,76,46,35,66,64,58,64,19,65,45,88,40,24,49
2020-10-19,37,54,73,61,88,74,100,62,67,63,77,28,84,81,94,63,31,85
2020-10-20,38,55,70,61,85,71,89,85,72,64,100,37,97,86,96,100,53,67
2020-10-21,41,54,80,63,87,80,33,100,73,65,86,27,91,77,98,97,71,60
2020-10-22,33,55,70,62,80,100,15,69,83,63,89,28,92,73,89,78,96,59
2020-10-23,33,53,61,59,81,69,35,66,74,80,76,30,90,58,85,64,40,59
2020-10-24,26,50,58,63,90,53,30,51,49,75,61,23,65,56,75,51,65,28
2020-10-25,35,49,62,62,87,51,30,79,69,69,66,26,55,49,85,44,53,24
2020-10-26,44,61,68,70,97,80,29,59,73,76,80,36,76,59,88,58,100,55
2020-10-27,40,59,70,62,93,85,20,87,82,74,87,27,87,72,86,56,83,56
2020-10-28,44,65,87,71,100,85,15,73,100,84,96,61,91,83,88,47,66,53
2020-10-29,39,61,68,69,92,82,34,99,66,76,89,95,92,99,85,38,79,56
2020-10-30,39,61,74,69,97,94,22,53,69,90,80,73,84,100,78,31,85,39
2020-10-31,31,56,62,68,97,67,21,43,65,88,81,100,60,54,77,26,96,23
2020-11-01,78,48,47,70,70,45,46,22,78,84,22,32,17,33,77,71,79,1
2020-11-02,90,57,57,67,66,73,100,46,88,79,26,27,22,27,87,79,81,2
2020-11-03,68,50,49,60,56,64,54,36,72,63,19,16,21,36,71,60,45,2
2020-11-04,46,29,34,36,33,33,15,19,52,33,9,7,11,23,42,39,36,1
2020-11-05,56,39,39,47,47,45,15,38,73,44,15,10,14,28,58,42,90,1
2020-11-06,51,44,44,52,58,44,29,45,72,45,18,11,15,31,63,45,63,1
2020-11-07,60,44,41,59,61,32,36,33,56,56,15,11,14,27,56,60,45,1
2020-11-08,74,47,46,58,61,36,45,48,74,58,15,11,17,36,65,74,59,1
2020-11-09,76,67,67,76,75,68,67,51,92,59,26,18,100,77,83,96,73,100
2020-11-10,76,68,68,70,75,64,44,38,96,58,32,15,69,59,85,100,75,59
2020-11-11,74,73,81,78,84,73,28,41,83,60,41,20,50,63,87,83,66,29
2020-11-12,79,80,79,86,90,75,36,27,93,73,43,42,42,55,87,85,64,24
2020-11-13,78,86,78,93,100,73,36,39,98,77,56,58,51,75,86,79,83,22
2020-11-14,75,79,72,91,94,60,18,42,64,84,55,67,42,65,84,68,43,15
2020-11-15,88,75,70,90,93,53,28,33,74,79,63,74,34,53,85,70,51,10
2020-11-16,100,95,89,100,94,80,31,36,85,77,92,100,65,100,96,99,100,16
2020-11-17,97,100,87,99,90,83,26,60,98,80,100,78,58,96,94,96,55,16
2020-11-18,90,99,100,98,89,81,23,44,97,86,98,56,60,94,99,94,56,26
2020-11-19,96,94,81,91,84,98,22,75,88,100,79,45,52,96,100,87,63,17
2020-11-20,89,88,81,85,83,92,35,100,84,78,64,42,49,93,93,89,73,18
2020-11-21,85,81,69,78,76,55,24,44,83,82,50,35,40,77,82,86,47,10
2020-11-22,90,74,64,74,73,53,23,37,84,69,40,26,38,71,82,67,65,8
2020-11-23,80,84,76,79,76,85,24,65,89,73,53,37,49,92,88,79,60,12
2020-11-24,91,81,65,71,69,83,20,36,85,69,45,26,51,96,80,80,82,11
2020-11-25,80,75,80,73,67,100,18,27,78,72,37,18,43,82,76,79,44,9
2020-11-26,75,56,52,61,60,61,13,20,63,75,23,13,35,50,66,53,37,6
2020-11-27,69,59,52,66,63,55,13,31,56,62,24,12,34,63,72,65,73,7
2020-11-28,77,59,55,68,71,49,18,33,72,77,28,21,37,63,70,63,46,7
2020-11-29,82,63,58,63,67,57,23,33,59,69,30,20,39,82,74,61,27,8
2020-11-30,97,71,65,67,64,79,22,40,100,62,31,20,49,75,81,82,60,11
2020-12-01,82,78,76,87,91,54,39,72,95,60,58,37,32,47,96,6,4,37
2020-12-02,81,77,87,87,89,100,26,100,85,64,50,26,38,53,95,7,6,60
2020-12-03,82,81,85,100,100,83,39,72,100,84,69,63,40,56,100,7,7,58
2020-12-04,74,78,81,94,92,69,67,90,73,80,70,88,43,54,94,7,4,39
2020-12-05,69,75,73,89,88,48,42,56,68,79,64,90,40,48,92,6,7,31
2020-12-06,81,71,66,85,86,43,26,80,65,74,60,100,33,46,88,5,3,24
2020-12-07,91,83,86,91,97,63,35,82,95,74,63,95,39,58,100,7,5,41
2020-12-08,89,85,83,87,97,58,45,65,93,84,58,62,58,77,96,7,6,86
2020-12-09,80,84,100,91,90,58,35,83,88,96,70,56,65,77,96,9,5,81
2020-12-10,82,86,84,93,89,56,44,66,91,100,100,42,73,70,91,8,4,97
2020-12-11,82,82,80,84,85,51,50,48,93,96,88,41,71,60,88,6,6,97
2020-12-12,66,76,70,78,80,36,36,67,60,83,56,29,80,74,83,5,3,99
2020-12-13,70,72,66,75,79,39,46,38,67,81,49,25,66,69,88,5,4,77
2020-12-14,77,83,86,79,77,52,32,60,71,81,45,30,91,87,93,7,8,100
2020-12-15,74,85,86,78,78,50,34,89,83,82,45,31,92,98,89,10,9,86
2020-12-16,74,81,98,76,79,53,31,95,90,71,44,25,79,83,94,13,3,68
2020-12-17,74,83,78,75,78,49,43,54,79,72,45,22,81,88,92,18,6,72
2020-12-18,81,88,78,76,77,46,32,56,72,80,47,29,90,89,92,18,7,71
2020-12-19,66,84,75,77,72,38,39,36,58,74,46,31,90,90,84,17,16,57
2020-12-20,87,84,70,77,79,40,50,27,67,73,41,40,76,81,88,25,31,42
2020-12-21,100,95,91,95,71,57,35,41,69,57,47,33,80,78,90,54,46,53
2020-12-22,89,90,85,87,67,53,57,50,64,63,38,28,77,77,90,49,29,48
2020-12-23,76,90,90,76,63,45,50,26,53,63,43,19,68,65,86,45,17,49
2020-12-24,60,75,62,68,64,36,100,36,58,58,29,15,52,59,74,28,14,33
2020-12-25,49,57,45,58,66,25,95,23,58,58,27,12,40,40,72,17,10,21
2020-12-26,58,67,52,64,75,36,51,28,58,63,36,21,44,52,82,18,19,21
2020-12-27,80,73,68,69,75,38,53,47,57,77,42,20,51,60,86,18,26,23
2020-12-28,93,93,73,71,72,48,43,47,52,70,45,20,67,68,95,65,15,35
2020-12-29,83,93,76,76,76,52,39,22,58,69,44,22,88,74,94,77,36,39
2020-12-30,83,100,93,86,75,50,30,19,59,80,41,20,100,100,85,100,100,41
2020-12-31,79,90,77,75,72,45,32,44,55,80,37,20,89,98,78,61,46,36
